CaseID,RequestorID,RequestorType,CaseOwner,CaseType,CaseStatus,TierLevel,Priority,DateReceived,SatisfactionScore,DateClosed
HRHD020730,1001504432,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2023-02-13 20:51:17.691107616,2 - Satisfied,2023-02-18 20:51:17.691107616
HRHD020731,1102024056,3 - Non-staff,oDoCidPt,Employee Relations,Open,Tier 1,0 - None,2023-02-14 00:42:40.998439936,0 - Unknown,2023-02-15 00:42:40.998439936
HRHD020732,1111030684,1 - Intern,3vGwUNjj,Training & Development,Escalated,Tier 2,0 - None,2023-02-14 04:34:04.305772224,2 - Satisfied,2023-02-15 04:34:04.305772224
HRHD020733,1101023679,4 - Management,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2023-02-14 08:25:27.613104512,3 - Highly satisfied,2023-02-16 08:25:27.613104512
HRHD020734,1109029103,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,0 - None,2023-02-14 12:16:50.920436800,2 - Satisfied,2023-02-20 12:16:50.920436800
HRHD020735,1308060959,1 - Intern,m5kYwx5P,Benefits & Compensation,Escalated,Tier 2,1 - Low,2023-02-14 16:08:14.227769088,1 - Unsatisfied,2023-02-16 16:08:14.227769088
HRHD020736,1408069635,1 - Intern,XLbl6V9K,Recruitment & Selection,Escalated,Tier 2,0 - None,2023-02-14 19:59:37.535101376,0 - Unknown,2023-02-20 19:59:37.535101376
HRHD020737,1106026462,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2023-02-14 23:51:00.842433696,1 - Unsatisfied,2023-02-16 23:51:00.842433696
HRHD020738,1410071026,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,3 - High,2023-02-15 03:42:24.149765984,0 - Unknown,2023-02-19 03:42:24.149765984
HRHD020739,1305056276,3 - Non-staff,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2023-02-15 07:33:47.457098272,1 - Unsatisfied,2023-02-15 07:33:47.457098272
HRHD020740,1104025008,2 - Regular,qabMRJqu,Employee Relations,Escalated,Tier 2,3 - High,2023-02-15 11:25:10.764430560,0 - Unknown,2023-02-18 11:25:10.764430560
HRHD020741,1501072311,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,1 - Low,2023-02-15 15:16:34.071762848,2 - Satisfied,2023-02-18 15:16:34.071762848
HRHD020742,1308060959,2 - Regular,m5kYwx5P,Benefits & Compensation,Escalated,Tier 2,1 - Low,2023-02-15 19:07:57.379095136,2 - Satisfied,2023-02-21 19:07:57.379095136
HRHD020743,1101023619,3 - Non-staff,vuo1zJHG,Attrition & Retention,Open,Tier 1,0 - None,2023-02-15 22:59:20.686427456,0 - Unknown,2023-02-15 22:59:20.686427456
HRHD020744,1499902910,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,2 - Medium,2023-02-16 02:50:43.993759744,2 - Satisfied,2023-02-20 02:50:43.993759744
HRHD020745,1304055683,2 - Regular,nbRWtYc6,Training & Development,Open,Tier 1,0 - None,2023-02-16 06:42:07.301092032,0 - Unknown,2023-02-17 06:42:07.301092032
HRHD020746,1203032263,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2023-02-16 10:33:30.608424320,3 - Highly satisfied,2023-02-22 10:33:30.608424320
HRHD020747,1412071713,1 - Intern,3vGwUNjj,Training & Development,Escalated,Tier 2,1 - Low,2023-02-16 14:24:53.915756608,2 - Satisfied,2023-02-18 14:24:53.915756608
HRHD020748,1403065874,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,3 - High,2023-02-16 18:16:17.223088896,1 - Unsatisfied,2023-02-22 18:16:17.223088896
HRHD020749,1403066069,1 - Intern,m5kYwx5P,Benefits & Compensation,Escalated,Tier 2,0 - None,2023-02-16 22:07:40.530421216,0 - Unknown,2023-02-18 22:07:40.530421216
HRHD020750,1107027551,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,3 - High,2023-02-17 01:59:03.837753504,2 - Satisfied,2023-02-21 01:59:03.837753504
HRHD020751,1306057978,2 - Regular,Qwsfd5ND,Benefits & Compensation,Open,Tier 1,3 - High,2023-02-17 05:50:27.145085792,0 - Unknown,2023-02-21 05:50:27.145085792
HRHD020752,1101023619,3 - Non-staff,3vGwUNjj,Training & Development,Escalated,Tier 2,0 - None,2023-02-17 09:41:50.452418080,0 - Unknown,2023-02-18 09:41:50.452418080
HRHD020753,1001735072,1 - Intern,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2023-02-17 13:33:13.759750368,3 - Highly satisfied,2023-02-22 13:33:13.759750368
HRHD020754,1501072124,1 - Intern,XLbl6V9K,Recruitment & Selection,Escalated,Tier 2,1 - Low,2023-02-17 17:24:37.067082656,0 - Unknown,2023-02-19 17:24:37.067082656
HRHD020755,1403066125,2 - Regular,vuo1zJHG,Attrition & Retention,Open,Tier 1,1 - Low,2023-02-17 21:16:00.374414976,0 - Unknown,2023-02-20 21:16:00.374414976
HRHD020756,1307059944,2 - Regular,oDoCidPt,Employee Relations,Open,Tier 1,1 - Low,2023-02-18 01:07:23.681747264,0 - Unknown,2023-02-19 01:07:23.681747264
HRHD020757,1311063114,2 - Regular,qabMRJqu,Employee Relations,Escalated,Tier 2,0 - None,2023-02-18 04:58:46.989079552,3 - Highly satisfied,2023-02-19 04:58:46.989079552
HRHD020758,1104025486,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,0 - None,2023-02-18 08:50:10.296411840,1 - Unsatisfied,2023-02-20 08:50:10.296411840
HRHD020759,1301052436,2 - Regular,qabMRJqu,Employee Relations,Escalated,Tier 2,1 - Low,2023-02-18 12:41:33.603744128,3 - Highly satisfied,2023-02-22 12:41:33.603744128
HRHD020760,1000974650,2 - Regular,qabMRJqu,Employee Relations,Escalated,Tier 2,2 - Medium,2023-02-18 16:32:56.911076416,0 - Unknown,2023-02-23 16:32:56.911076416
HRHD020761,1209048771,1 - Intern,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,1 - Low,2023-02-18 20:24:20.218408736,0 - Unknown,2023-02-19 20:24:20.218408736
HRHD020762,1301052124,1 - Intern,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,1 - Low,2023-02-19 00:15:43.525740992,1 - Unsatisfied,2023-02-22 00:15:43.525740992
HRHD020763,1106026433,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2023-02-19 04:07:06.833073280,3 - Highly satisfied,2023-02-19 04:07:06.833073280
HRHD020764,1107027358,1 - Intern,Qwsfd5ND,Benefits & Compensation,Open,Tier 1,0 - None,2023-02-19 07:58:30.140405632,0 - Unknown,2023-02-21 07:58:30.140405632
HRHD020765,1202031821,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Escalated,Tier 2,0 - None,2023-02-19 11:49:53.447737920,0 - Unknown,2023-02-22 11:49:53.447737920
HRHD020766,1402065085,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2023-02-19 15:41:16.755070208,2 - Satisfied,2023-02-25 15:41:16.755070208
HRHD020767,1104025466,3 - Non-staff,qabMRJqu,Employee Relations,Escalated,Tier 2,3 - High,2023-02-19 19:32:40.062402496,3 - Highly satisfied,2023-02-21 19:32:40.062402496
HRHD020768,1308060959,4 - Management,Qwsfd5ND,Benefits & Compensation,Open,Tier 1,0 - None,2023-02-19 23:24:03.369734784,0 - Unknown,2023-02-22 23:24:03.369734784
HRHD020769,1104025243,3 - Non-staff,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2023-02-20 03:15:26.677067072,3 - Highly satisfied,2023-02-26 03:15:26.677067072
HRHD020770,1101023353,2 - Regular,m5kYwx5P,Benefits & Compensation,Escalated,Tier 2,2 - Medium,2023-02-20 07:06:49.984399360,3 - Highly satisfied,2023-02-21 07:06:49.984399360
HRHD020771,1401064562,2 - Regular,nbRWtYc6,Training & Development,Open,Tier 1,3 - High,2023-02-20 10:58:13.291731648,0 - Unknown,2023-02-23 10:58:13.291731648
HRHD020772,1001956578,4 - Management,oDoCidPt,Employee Relations,Open,Tier 1,3 - High,2023-02-20 14:49:36.599063936,0 - Unknown,2023-02-23 14:49:36.599063936
HRHD020773,1499902910,4 - Management,qabMRJqu,Employee Relations,Escalated,Tier 2,3 - High,2023-02-20 18:40:59.906396224,0 - Unknown,2023-02-26 18:40:59.906396224
HRHD020774,1101023457,2 - Regular,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,1 - Low,2023-02-20 22:32:23.213728512,3 - Highly satisfied,2023-02-21 22:32:23.213728512
HRHD020775,1203032498,4 - Management,Qwsfd5ND,Benefits & Compensation,Open,Tier 1,3 - High,2023-02-21 02:23:46.521060800,0 - Unknown,2023-02-25 02:23:46.521060800
HRHD020776,1001644719,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,2 - Medium,2023-02-21 06:15:09.828393152,3 - Highly satisfied,2023-02-25 06:15:09.828393152
HRHD020777,1301052902,2 - Regular,tSjw2hYY,Recruitment & Selection,Open,Tier 1,1 - Low,2023-02-21 10:06:33.135725440,0 - Unknown,2023-02-24 10:06:33.135725440
HRHD020778,1411071324,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Open,Tier 1,0 - None,2023-02-21 13:57:56.443057728,0 - Unknown,2023-02-24 13:57:56.443057728
HRHD020779,1203032255,1 - Intern,3vGwUNjj,Training & Development,Escalated,Tier 2,3 - High,2023-02-21 17:49:19.750390016,0 - Unknown,2023-02-22 17:49:19.750390016
HRHD020780,1408069481,2 - Regular,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,3 - High,2023-02-21 21:40:43.057722304,3 - Highly satisfied,2023-02-24 21:40:43.057722304
HRHD020781,1104025486,3 - Non-staff,3vGwUNjj,Training & Development,Escalated,Tier 2,2 - Medium,2023-02-22 01:32:06.365054592,1 - Unsatisfied,2023-02-24 01:32:06.365054592
HRHD020782,1203032357,4 - Management,m5kYwx5P,Benefits & Compensation,Escalated,Tier 2,3 - High,2023-02-22 05:23:29.672386880,2 - Satisfied,2023-02-28 05:23:29.672386880
HRHD020783,1309061015,4 - Management,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2023-02-22 09:14:52.979719168,3 - Highly satisfied,2023-02-28 09:14:52.979719168
HRHD020784,1101023353,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,2 - Medium,2023-02-22 13:06:16.287051456,3 - Highly satisfied,2023-02-28 13:06:16.287051456
HRHD020785,1410070998,2 - Regular,Qwsfd5ND,Benefits & Compensation,Open,Tier 1,3 - High,2023-02-22 16:57:39.594383744,0 - Unknown,2023-02-24 16:57:39.594383744
HRHD020786,1103024843,2 - Regular,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,2 - Medium,2023-02-22 20:49:02.901716032,0 - Unknown,2023-02-22 20:49:02.901716032
HRHD020787,1104025008,2 - Regular,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,0 - None,2023-02-23 00:40:26.209048320,3 - Highly satisfied,2023-02-28 00:40:26.209048320
HRHD020788,1209048696,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2023-02-23 04:31:49.516380672,1 - Unsatisfied,2023-02-23 04:31:49.516380672
HRHD020789,1006020020,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2023-02-23 08:23:12.823712960,3 - Highly satisfied,2023-02-24 08:23:12.823712960
HRHD020790,1311063114,2 - Regular,XLbl6V9K,Recruitment & Selection,Escalated,Tier 2,0 - None,2023-02-23 12:14:36.131045248,0 - Unknown,2023-02-26 12:14:36.131045248
HRHD020791,1409070567,4 - Management,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,3 - High,2023-02-23 16:05:59.438377536,0 - Unknown,2023-02-25 16:05:59.438377536
HRHD020792,711007713,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Escalated,Tier 2,2 - Medium,2023-02-23 19:57:22.745709824,0 - Unknown,2023-02-25 19:57:22.745709824
HRHD020793,1112030979,3 - Non-staff,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2023-02-23 23:48:46.053042112,3 - Highly satisfied,2023-02-27 23:48:46.053042112
HRHD020794,1311062610,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,1 - Low,2023-02-24 03:40:09.360374400,3 - Highly satisfied,2023-02-26 03:40:09.360374400
HRHD020795,1111030129,1 - Intern,XLbl6V9K,Recruitment & Selection,Escalated,Tier 2,1 - Low,2023-02-24 07:31:32.667706688,3 - Highly satisfied,2023-02-25 07:31:32.667706688
HRHD020796,1101023612,4 - Management,3vGwUNjj,Training & Development,Escalated,Tier 2,0 - None,2023-02-24 11:22:55.975038976,2 - Satisfied,2023-02-27 11:22:55.975038976
HRHD020797,1203032498,4 - Management,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2023-02-24 15:14:19.282371264,1 - Unsatisfied,2023-02-24 15:14:19.282371264
HRHD020798,1306057978,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2023-02-24 19:05:42.589703552,2 - Satisfied,2023-02-26 19:05:42.589703552
HRHD020799,1206042315,3 - Non-staff,qabMRJqu,Employee Relations,Escalated,Tier 2,2 - Medium,2023-02-24 22:57:05.897035840,3 - Highly satisfied,2023-02-27 22:57:05.897035840
HRHD020800,1403066069,1 - Intern,m5kYwx5P,Benefits & Compensation,Escalated,Tier 2,1 - Low,2023-02-25 02:48:29.204368128,2 - Satisfied,2023-02-27 02:48:29.204368128
HRHD020801,1103024679,2 - Regular,nbRWtYc6,Training & Development,Open,Tier 1,3 - High,2023-02-25 06:39:52.511700480,0 - Unknown,2023-03-03 06:39:52.511700480
HRHD020802,1205033180,1 - Intern,vuo1zJHG,Attrition & Retention,Open,Tier 1,3 - High,2023-02-25 10:31:15.819032768,0 - Unknown,2023-03-03 10:31:15.819032768
HRHD020803,1201031308,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2023-02-25 14:22:39.126365056,3 - Highly satisfied,2023-03-01 14:22:39.126365056
HRHD020804,1311063172,2 - Regular,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,0 - None,2023-02-25 18:14:02.433697344,0 - Unknown,2023-02-27 18:14:02.433697344
HRHD020805,1011022818,1 - Intern,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,1 - Low,2023-02-25 22:05:25.741029632,0 - Unknown,2023-03-02 22:05:25.741029632
HRHD020806,1101023394,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2023-02-26 01:56:49.048361920,3 - Highly satisfied,2023-03-03 01:56:49.048361920
HRHD020807,1209048771,4 - Management,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2023-02-26 05:48:12.355694208,1 - Unsatisfied,2023-02-27 05:48:12.355694208
HRHD020808,1001495124,1 - Intern,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,1 - Low,2023-02-26 09:39:35.663026496,3 - Highly satisfied,2023-03-03 09:39:35.663026496
HRHD020809,1403066125,4 - Management,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2023-02-26 13:30:58.970358784,3 - Highly satisfied,2023-03-02 13:30:58.970358784
HRHD020810,1110029732,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2023-02-26 17:22:22.277691072,3 - Highly satisfied,2023-02-27 17:22:22.277691072
HRHD020811,1111030503,1 - Intern,qabMRJqu,Employee Relations,Escalated,Tier 2,0 - None,2023-02-26 21:13:45.585023360,1 - Unsatisfied,2023-03-03 21:13:45.585023360
HRHD020812,1402065303,2 - Regular,Qwsfd5ND,Benefits & Compensation,Open,Tier 1,0 - None,2023-02-27 01:05:08.892355648,0 - Unknown,2023-02-27 01:05:08.892355648
HRHD020813,1201031308,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2023-02-27 04:56:32.199688000,1 - Unsatisfied,2023-02-27 04:56:32.199688000
HRHD020814,1401064327,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2023-02-27 08:47:55.507020288,1 - Unsatisfied,2023-03-02 08:47:55.507020288
HRHD020815,1208048229,3 - Non-staff,qabMRJqu,Employee Relations,Escalated,Tier 2,1 - Low,2023-02-27 12:39:18.814352576,0 - Unknown,2023-03-04 12:39:18.814352576
HRHD020816,1102024106,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,1 - Low,2023-02-27 16:30:42.121684864,1 - Unsatisfied,2023-03-04 16:30:42.121684864
HRHD020817,909015167,4 - Management,qabMRJqu,Employee Relations,Escalated,Tier 2,0 - None,2023-02-27 20:22:05.429017152,1 - Unsatisfied,2023-03-03 20:22:05.429017152
HRHD020818,1303054329,1 - Intern,XLbl6V9K,Recruitment & Selection,Escalated,Tier 2,3 - High,2023-02-28 00:13:28.736349440,0 - Unknown,2023-03-02 00:13:28.736349440
HRHD020819,1001644719,1 - Intern,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,1 - Low,2023-02-28 04:04:52.043681728,0 - Unknown,2023-03-03 04:04:52.043681728
HRHD020820,1412071844,4 - Management,qabMRJqu,Employee Relations,Escalated,Tier 2,0 - None,2023-02-28 07:56:15.351014016,3 - Highly satisfied,2023-03-06 07:56:15.351014016
HRHD020821,1306058816,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,3 - High,2023-02-28 11:47:38.658346304,1 - Unsatisfied,2023-03-04 11:47:38.658346304
HRHD020822,1404066622,2 - Regular,XLbl6V9K,Recruitment & Selection,Escalated,Tier 2,0 - None,2023-02-28 15:39:01.965678592,0 - Unknown,2023-03-03 15:39:01.965678592
HRHD020823,1001735072,2 - Regular,m5kYwx5P,Benefits & Compensation,Escalated,Tier 2,3 - High,2023-02-28 19:30:25.273010880,3 - Highly satisfied,2023-03-05 19:30:25.273010880
HRHD020824,1402065303,2 - Regular,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,0 - None,2023-02-28 23:21:48.580343168,0 - Unknown,2023-03-02 23:21:48.580343168
HRHD020825,1002017900,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2023-03-01 03:13:11.887675520,3 - Highly satisfied,2023-03-04 03:13:11.887675520
HRHD020826,1308060622,3 - Non-staff,qabMRJqu,Employee Relations,Escalated,Tier 2,0 - None,2023-03-01 07:04:35.195007808,1 - Unsatisfied,2023-03-07 07:04:35.195007808
HRHD020827,1104025414,2 - Regular,qabMRJqu,Employee Relations,Escalated,Tier 2,0 - None,2023-03-01 10:55:58.502340096,1 - Unsatisfied,2023-03-07 10:55:58.502340096
HRHD020828,1109029186,3 - Non-staff,qabMRJqu,Employee Relations,Escalated,Tier 2,2 - Medium,2023-03-01 14:47:21.809672384,0 - Unknown,2023-03-03 14:47:21.809672384
HRHD020829,1009919950,2 - Regular,Qwsfd5ND,Benefits & Compensation,Open,Tier 1,3 - High,2023-03-01 18:38:45.117004672,0 - Unknown,2023-03-06 18:38:45.117004672
HRHD020830,1006020020,2 - Regular,XLbl6V9K,Recruitment & Selection,Escalated,Tier 2,3 - High,2023-03-01 22:30:08.424336960,3 - Highly satisfied,2023-03-05 22:30:08.424336960
HRHD020831,1101023754,2 - Regular,3vGwUNjj,Training & Development,Escalated,Tier 2,3 - High,2023-03-02 02:21:31.731669248,3 - Highly satisfied,2023-03-03 02:21:31.731669248
HRHD020832,1103024924,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2023-03-02 06:12:55.039001536,3 - Highly satisfied,2023-03-05 06:12:55.039001536
HRHD020833,1405067501,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Escalated,Tier 2,2 - Medium,2023-03-02 10:04:18.346333824,2 - Satisfied,2023-03-03 10:04:18.346333824
HRHD020834,1001084890,4 - Management,qabMRJqu,Employee Relations,Escalated,Tier 2,3 - High,2023-03-02 13:55:41.653666112,1 - Unsatisfied,2023-03-08 13:55:41.653666112
HRHD020835,710007401,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2023-03-02 17:47:04.960998400,2 - Satisfied,2023-03-05 17:47:04.960998400
HRHD020836,1202031821,3 - Non-staff,3vGwUNjj,Training & Development,Escalated,Tier 2,2 - Medium,2023-03-02 21:38:28.268330688,3 - Highly satisfied,2023-03-04 21:38:28.268330688
HRHD020837,905013738,3 - Non-staff,3vGwUNjj,Training & Development,Escalated,Tier 2,3 - High,2023-03-03 01:29:51.575663040,0 - Unknown,2023-03-03 01:29:51.575663040
HRHD020838,1009919980,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2023-03-03 05:21:14.882995328,2 - Satisfied,2023-03-03 05:21:14.882995328
HRHD020839,1000974650,2 - Regular,Qwsfd5ND,Benefits & Compensation,Open,Tier 1,0 - None,2023-03-03 09:12:38.190327616,0 - Unknown,2023-03-09 09:12:38.190327616
HRHD020840,1111030503,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2023-03-03 13:04:01.497659904,1 - Unsatisfied,2023-03-05 13:04:01.497659904
HRHD020841,1110029623,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2023-03-03 16:55:24.804992192,2 - Satisfied,2023-03-06 16:55:24.804992192
HRHD020842,1102024121,2 - Regular,Qwsfd5ND,Benefits & Compensation,Open,Tier 1,1 - Low,2023-03-03 20:46:48.112324480,0 - Unknown,2023-03-05 20:46:48.112324480
HRHD020843,1209048771,2 - Regular,qabMRJqu,Employee Relations,Escalated,Tier 2,0 - None,2023-03-04 00:38:11.419656768,2 - Satisfied,2023-03-10 00:38:11.419656768
HRHD020844,1107027575,3 - Non-staff,tSjw2hYY,Recruitment & Selection,Open,Tier 1,0 - None,2023-03-04 04:29:34.726989056,0 - Unknown,2023-03-10 04:29:34.726989056
HRHD020845,1504073313,4 - Management,XLbl6V9K,Recruitment & Selection,Escalated,Tier 2,3 - High,2023-03-04 08:20:58.034321344,3 - Highly satisfied,2023-03-10 08:20:58.034321344
HRHD020846,1401064670,3 - Non-staff,tSjw2hYY,Recruitment & Selection,Open,Tier 1,3 - High,2023-03-04 12:12:21.341653632,0 - Unknown,2023-03-05 12:12:21.341653632
HRHD020847,1409070255,2 - Regular,qabMRJqu,Employee Relations,Escalated,Tier 2,0 - None,2023-03-04 16:03:44.648985920,1 - Unsatisfied,2023-03-07 16:03:44.648985920
HRHD020848,1009920000,4 - Management,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2023-03-04 19:55:07.956318208,3 - Highly satisfied,2023-03-05 19:55:07.956318208
HRHD020849,1006020020,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,1 - Low,2023-03-04 23:46:31.263650560,2 - Satisfied,2023-03-09 23:46:31.263650560
HRHD020850,1305057282,2 - Regular,3vGwUNjj,Training & Development,Escalated,Tier 2,3 - High,2023-03-05 03:37:54.570982848,0 - Unknown,2023-03-10 03:37:54.570982848
HRHD020851,1104025435,2 - Regular,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,2 - Medium,2023-03-05 07:29:17.878315136,3 - Highly satisfied,2023-03-07 07:29:17.878315136
HRHD020852,1411071212,4 - Management,vuo1zJHG,Attrition & Retention,Open,Tier 1,2 - Medium,2023-03-05 11:20:41.185647424,0 - Unknown,2023-03-11 11:20:41.185647424
HRHD020853,803009012,1 - Intern,3vGwUNjj,Training & Development,Escalated,Tier 2,1 - Low,2023-03-05 15:12:04.492979712,0 - Unknown,2023-03-09 15:12:04.492979712
HRHD020854,1212051409,2 - Regular,m5kYwx5P,Benefits & Compensation,Escalated,Tier 2,0 - None,2023-03-05 19:03:27.800312000,0 - Unknown,2023-03-11 19:03:27.800312000
HRHD020855,1204032843,2 - Regular,qabMRJqu,Employee Relations,Escalated,Tier 2,2 - Medium,2023-03-05 22:54:51.107644288,1 - Unsatisfied,2023-03-08 22:54:51.107644288
HRHD020856,1106026579,2 - Regular,m5kYwx5P,Benefits & Compensation,Escalated,Tier 2,3 - High,2023-03-06 02:46:14.414976576,3 - Highly satisfied,2023-03-06 02:46:14.414976576
HRHD020857,1307059937,1 - Intern,qabMRJqu,Employee Relations,Escalated,Tier 2,0 - None,2023-03-06 06:37:37.722308864,3 - Highly satisfied,2023-03-07 06:37:37.722308864
HRHD020858,1408069409,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Open,Tier 1,0 - None,2023-03-06 10:29:01.029641152,0 - Unknown,2023-03-08 10:29:01.029641152
HRHD020859,1103024456,2 - Regular,XLbl6V9K,Recruitment & Selection,Escalated,Tier 2,1 - Low,2023-03-06 14:20:24.336973440,0 - Unknown,2023-03-12 14:20:24.336973440
HRHD020860,1403065625,3 - Non-staff,qabMRJqu,Employee Relations,Escalated,Tier 2,0 - None,2023-03-06 18:11:47.644305728,3 - Highly satisfied,2023-03-06 18:11:47.644305728
HRHD020861,1112030979,3 - Non-staff,m5kYwx5P,Benefits & Compensation,Escalated,Tier 2,0 - None,2023-03-06 22:03:10.951638080,1 - Unsatisfied,2023-03-12 22:03:10.951638080
HRHD020862,1102024173,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2023-03-07 01:54:34.258970368,3 - Highly satisfied,2023-03-10 01:54:34.258970368
HRHD020863,1402065340,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2023-03-07 05:45:57.566302656,3 - Highly satisfied,2023-03-08 05:45:57.566302656
HRHD020864,602000312,4 - Management,tSjw2hYY,Recruitment & Selection,Open,Tier 1,0 - None,2023-03-07 09:37:20.873634944,0 - Unknown,2023-03-09 09:37:20.873634944
HRHD020865,1403066194,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2023-03-07 13:28:44.180967232,1 - Unsatisfied,2023-03-10 13:28:44.180967232
HRHD020866,1104025008,1 - Intern,m5kYwx5P,Benefits & Compensation,Escalated,Tier 2,1 - Low,2023-03-07 17:20:07.488299520,0 - Unknown,2023-03-08 17:20:07.488299520
HRHD020867,1501072124,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2023-03-07 21:11:30.795631808,1 - Unsatisfied,2023-03-10 21:11:30.795631808
HRHD020868,1007020403,1 - Intern,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2023-03-08 01:02:54.102964096,1 - Unsatisfied,2023-03-12 01:02:54.102964096
HRHD020869,1404066622,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,1 - Low,2023-03-08 04:54:17.410296384,1 - Unsatisfied,2023-03-11 04:54:17.410296384
HRHD020870,1111030244,2 - Regular,qabMRJqu,Employee Relations,Escalated,Tier 2,1 - Low,2023-03-08 08:45:40.717628672,1 - Unsatisfied,2023-03-14 08:45:40.717628672
HRHD020871,1103024456,2 - Regular,QFu2Ydv1,Attrition & Retention,Escalated,Tier 2,0 - None,2023-03-08 12:37:04.024960960,0 - Unknown,2023-03-13 12:37:04.024960960
HRHD020872,1212051409,2 - Regular,m5kYwx5P,Benefits & Compensation,Escalated,Tier 2,1 - Low,2023-03-08 16:28:27.332293248,0 - Unknown,2023-03-14 16:28:27.332293248
HRHD020873,1002017900,2 - Regular,vuo1zJHG,Attrition & Retention,Open,Tier 1,0 - None,2023-03-08 20:19:50.639625600,0 - Unknown,2023-03-10 20:19:50.639625600
